0,-50.4620437,-9.704007998,0,62.89905346,0
-0.15329975,-50.32811382,-9.919653474,0.180649078,62.909128,0.126725369
-0.3065995,-50.19418395,-10.1352981,0.361298156,62.9191957,0.253450738
-0.459899277,-50.06025065,-10.35094357,0.541947207,62.92927024,0.380176121
-0.613199,-49.92632078,-10.56658905,0.722596311,62.93933795,0.506901477
-0.766498777,-49.7923909,-10.78223452,0.903245363,62.94941249,0.633626886
-0.919798554,-49.65846102,-10.99787915,1.083894414,62.95948702,0.760352242
-1.072847107,-49.52872488,-11.206767,1.258882727,62.96924054,0.883106533
-1.225895661,-49.39899216,-11.41565485,1.433870934,62.97900089,1.005860824
-1.378944321,-49.26925944,-11.6245427,1.608859141,62.98875441,1.128615115
-1.531992875,-49.1395233,-11.83343055,1.783847455,62.99850793,1.251369406
-1.685041428,-49.00979058,-12.0423184,1.958835662,63.00826828,1.374123697
-1.838089982,-48.88005786,-12.25120626,2.133823976,63.01802179,1.496878095
-1.991138642,-48.75032172,-12.46009325,2.308812076,63.02778214,1.619632387
-2.144187302,-48.620589,-12.66898111,2.48380039,63.03753566,1.742386678
-2.297235749,-48.49085627,-12.87786896,2.658788703,63.04728918,1.865140969
-2.45028441,-48.36112014,-13.08675681,2.833776804,63.05704953,1.987895153
-2.60333307,-48.23138741,-13.29564466,3.008765117,63.06680305,2.110649551
-2.756381517,-48.10165469,-13.50453251,3.183753431,63.0765634,2.233403736
-2.909304672,-47.97401884,-13.71004113,3.355911269,63.08615982,2.354172681
-3.062227614,-47.84638298,-13.91555059,3.528069107,63.09575624,2.474941413
-3.215150556,-47.71874713,-14.12105921,3.700226946,63.10535267,2.595710146
-3.368073498,-47.59111128,-14.32656782,3.87238457,63.11495592,2.716478878
-3.520996654,-47.46347543,-14.53207814,4.044542622,63.12455235,2.83724761
-3.673919596,-47.33584299,-14.73758675,4.216700247,63.13414877,2.958016342
-3.826842538,-47.20820714,-14.94309537,4.388858298,63.14375202,3.078785074
-3.97976548,-47.08057128,-15.14860398,4.561015923,63.15334845,3.19955402
-4.132688422,-46.95293543,-15.3541143,4.733173975,63.16294487,3.320322752
-4.285611791,-46.82529958,-15.55962291,4.9053316,63.17254813,3.441091484
-4.438534733,-46.69766372,-15.76513152,5.077489651,63.18214455,3.561860216
-4.591457675,-46.57002787,-15.97064014,5.249647276,63.19174097,3.682628948
